,Brain.e10.5,Brain.e11.5,Brain.e12.5,Brain.e13.5,Brain.e14.5,Brain.e15.5,Brain.e16.5,Brain.e17.5,Brain.e18.5,Brain.P0,Brain.P3,Brain.P14,Brain.P28,Brain.P63,Cerebellum.e13.5,Cerebellum.e14.5,Cerebellum.e15.5,Cerebellum.e16.5,Cerebellum.e17.5,Cerebellum.e18.5,Cerebellum.P0,Cerebellum.P3,Cerebellum.P14,Cerebellum.P28,Cerebellum.P63,Heart.e10.5,Heart.e11.5,Heart.e12.5,Heart.e13.5,Heart.e14.5,Heart.e15.5,Heart.e16.5,Heart.e17.5,Heart.e18.5,Heart.P0,Heart.P3,Heart.P14,Heart.P28,Heart.P63,Kidney.e11.5,Kidney.e12.5,Kidney.e13.5,Kidney.e14.5,Kidney.e15.5,Kidney.e16.5,Kidney.e17.5,Kidney.e18.5,Kidney.P0,Kidney.P3,Kidney.P14,Kidney.P28,Kidney.P63,Liver.e10.5,Liver.e11.5.2,Liver.e12.5,Liver.e13.5,Liver.e14.5,Liver.e15.5,Liver.e16.5,Liver.e17.5,Liver.e18.5,Liver.P0,Liver.P3,Liver.P14,Liver.P28,Liver.P63,Ovary.e10.5,Ovary.e11.5,Ovary.e12.5,Ovary.e13.5,Ovary.e14.5,Ovary.e15.5,Ovary.e16.5,Ovary.e17.5,Ovary.e18.5,Ovary.P0,Ovary.P3,Ovary.P14,Ovary.P28,Ovary.P63,Testis.e10.5,Testis.e11.5,Testis.e12.5,Testis.e13.5,Testis.e14.5,Testis.e15.5,Testis.e16.5,Testis.e17.5,Testis.e18.5,Testis.P0,Testis.P3,Testis.P14,Testis.P28,Testis.P63
Rpsa,245.5527664,167.5472868,104.0130871,120.6490682,132.6914643,88.33674971,76.4548687,147.5258462,53.91341688,103.4832264,69.04233404,59.87395031,32.44588709,35.15452653,107.76664,89.69183583,76.84913834,78.80037607,117.5385234,49.01786816,83.82591886,55.54134953,33.25749955,29.20932557,28.63014491,325.8727173,101.3148804,163.6524853,165.9947981,158.7596018,130.0087105,99.83916111,140.5422312,63.53575131,95.96787547,55.73230315,57.40581866,52.29548906,60.53703179,141.2407648,260.3831897,151.1502222,207.818454,152.0534158,113.9588506,162.8067542,92.19429058,109.7513821,58.83736603,46.10581572,47.34089316,56.65286188,269.9938732,227.799532,326.9240846,323.9769479,381.2083911,235.7193481,192.7953435,240.744528,89.7647919,149.501152,137.3124567,105.051445,75.54604234,101.3516886,130.322752,106.5501278,205.7924307,161.9446298,155.8104271,126.9154793,113.897598,181.2741368,101.6154538,129.2480369,71.19828138,90.28792239,99.92857057,87.26363197,147.189027,138.4059329,214.1410821,162.7511692,163.7825929,154.7913401,77.60848505,161.9620217,48.00475774,143.059262,78.00777062,64.92897371,28.26864356,34.11786556
Rps29,3.802583424,3.896281822,2.459317894,2.163738184,1.946722431,2.086751,2.218516751,1.338374765,1.537481531,1.54516059,1.648906669,1.352805434,1.572227067,0.951622078,1.986413619,1.425872293,1.656994739,1.257085046,1.802014495,1.436558667,1.718951248,1.635539852,1.280503065,1.177819833,1.424406657,2.064391558,2.754787116,2.107079524,1.85450045,2.678675305,1.62895618,2.455375341,3.197552019,1.958599131,1.872996904,1.841036537,2.379156126,1.742582478,2.130872663,3.575488537,3.334231227,4.535817389,3.772898689,2.3871389,2.533579063,3.076148707,1.88509132,2.768652606,2.086227065,1.74177136,1.334359585,1.785077639,3.950299966,2.94263737,6.458283102,6.581872813,6.453172749,5.791776705,4.795008997,5.315662957,3.523405198,4.871601269,4.154677183,3.922983117,2.459576167,2.506216498,2.808484715,2.943601141,1.507650365,2.707260932,2.891978745,2.76446606,2.540473993,2.349079806,1.882664951,3.496868509,2.245388734,3.506319297,2.88213271,3.469523884,1.768718452,2.152290749,1.509793016,3.242402545,3.131973082,2.146939146,1.914811364,2.497592853,2.050440992,1.96344355,2.294056738,1.951480467,2.949872377,2.736815341
Rps27l,102.6712431,117.2396553,48.77520481,31.82384202,33.55607428,25.28438989,23.17691741,17.98427099,22.16883659,15.51842625,16.94001546,11.47352873,9.829636518,9.935858878,23.40447677,22.43189856,18.53555715,16.78899252,16.97725216,19.95298593,18.81994594,23.65411599,14.0936071,13.27669883,13.19075311,101.689088,110.8160039,58.60806518,57.61665976,56.82205645,58.53510208,61.66967111,62.83865591,61.84868273,82.27028641,81.11525734,66.84243385,72.00272875,80.82271819,69.1648442,63.28451013,71.59982002,58.97719106,56.77643655,60.76865319,57.14080879,52.69781473,75.64152354,68.16155408,71.03116079,122.8316272,136.3947113,115.102742,92.25098458,134.1342488,137.309808,161.0341534,116.1589345,132.5877429,148.4459304,163.0054057,144.0013369,149.7344289,216.0782777,264.7074495,304.3138441,79.20409155,65.40365751,54.99056635,66.82148648,79.23355229,45.82381924,57.39190138,40.34904132,50.10977143,72.05656562,47.48696419,59.29876483,74.20369907,69.42589404,61.84375935,49.14449051,41.66489071,49.25344273,47.8978017,36.13778327,38.55372638,38.48634794,41.56811945,39.57333231,41.8934752,66.49477357,36.0410083,35.92903345
Rps16,6.134778007,6.241697174,3.298110662,2.917876417,3.767178718,4.334470295,2.932947414,3.305188539,1.940891156,1.860362272,2.343215388,0.888654605,0.843366281,1.185554667,2.681761442,2.673802888,3.61482195,2.149454651,3.506431707,2.151409557,1.987075548,2.224060563,1.319517118,1.435188663,1.480759729,4.63984831,4.404923984,2.97295004,3.69980712,4.608168622,3.568574061,4.117948091,3.244417642,2.529910953,2.684927181,2.750188571,2.141933113,1.433969356,1.969058562,6.22241061,5.787834905,7.291296177,7.724143217,4.464388041,4.807957552,5.20003092,4.149673048,3.79478497,3.973115493,2.58244955,1.523735814,2.216126472,7.14488445,6.582840267,9.135928553,9.741310491,11.79892615,11.13093471,8.256328613,7.852303427,4.562936449,7.30989292,6.738342913,4.618751171,3.487899774,3.34866499,5.763062114,7.397753076,3.897798523,4.980663007,5.750664628,6.866791773,5.260352954,6.605474685,3.064992545,5.686251891,4.217075208,6.330678211,5.597592982,5.261987215,4.609604667,4.431129525,4.120546894,6.178844638,8.444297223,6.710067511,4.122372332,6.229216225,3.351176434,3.437202199,4.136968019,3.156200757,1.184410149,0.769056097
Rpl10a,23.44201466,21.42066542,13.15704646,14.62644814,13.78352889,13.56420873,11.40306409,10.81604838,11.56598589,11.88104889,11.54317653,6.654994689,5.532019756,5.544868034,12.53747799,11.22522917,12.5164636,11.3452017,11.29256581,10.79266766,10.26724766,10.48463042,6.170291269,5.85851533,5.128995363,23.49768549,17.41922676,13.60067757,20.67591968,18.65014852,18.59704941,14.88437731,12.2385518,10.12138473,12.51546168,9.71227093,5.742266113,4.142424791,4.401025956,32.18343116,29.86007332,24.03078632,25.57373624,21.31844426,22.15098193,20.6345961,18.40928333,19.07764456,17.38614016,7.752470714,5.435807205,6.574207322,27.43528309,25.06007183,40.83219234,34.95706079,28.85904425,26.10001442,22.42476613,23.10684107,14.42928115,16.19223966,16.23825108,12.00977318,8.360844941,6.094186623,29.88583985,23.55059556,20.4283148,23.76821101,18.74886578,18.96100216,14.93804196,19.71526823,18.27914467,17.28211468,14.90411627,19.22793652,18.38905402,16.83732579,21.963765,23.01503445,18.70968661,23.56592303,18.68270474,18.0517609,14.71100396,17.00480269,17.03531009,17.88770478,15.85506425,13.91544313,3.106092989,2.275797112
Rpl12,12.25279698,10.48484663,6.095909127,6.37277775,6.373536836,5.180341234,5.564572226,4.985618105,5.195677171,4.487172742,4.261657733,1.94270075,2.241647225,2.410649745,4.93553338,4.797416773,4.733834419,4.67417332,4.432906425,4.169640639,3.964390325,4.292748623,2.760550476,2.087869152,1.980876794,10.12624298,9.17200969,6.204449955,8.234503592,7.102303083,6.877953202,6.228335002,5.253933927,4.852249793,4.673970105,4.189277804,2.468988363,2.201158369,2.718439754,14.61493086,13.65114664,12.2462804,11.46214764,9.866586032,10.33527864,8.889516757,7.772351219,7.959705425,7.088123503,2.832191768,1.842752505,1.643135425,14.60343607,11.7964271,17.98310304,17.38764728,19.80810496,13.679656,12.52095437,10.65207722,8.434873961,10.57822311,10.2433475,7.026876051,4.835656115,3.789579267,12.64571859,10.11849763,8.237624472,10.54591251,10.07173177,9.060165213,8.34700742,9.069769511,8.030428446,8.906475251,6.676822389,9.472420632,9.683560764,8.54964063,9.561266582,9.802791162,6.306093205,10.17586112,10.04800896,8.061460575,6.717076256,7.473574168,7.475758148,5.576022788,5.562584841,4.682548106,1.028201722,1.133876262
Rps21,324.6349971,242.5052562,124.8530904,117.2327931,136.983367,108.9865819,114.9281552,90.17695046,104.9861308,107.7617466,103.6773853,85.98114314,95.11614911,110.5173166,96.91185215,107.6371843,94.907311,95.69208786,83.0688872,96.5382377,103.5849117,129.850428,105.8840577,85.36214309,89.17978711,220.9157642,204.9187956,134.8400091,143.4516077,137.9127555,153.7994983,147.9897287,146.8072146,131.5535698,168.0411789,142.7779972,86.02956683,98.03246993,151.8263157,199.457605,195.7075737,193.8494778,146.9696346,155.5521684,183.5184017,160.9181092,152.7177042,210.3398774,167.7012685,97.72061844,123.857722,113.3544098,365.0770305,231.4536473,278.6087842,289.5065107,353.4587013,264.5261743,229.4262475,234.4092679,276.8620548,248.1326348,239.2830726,188.4780463,187.285416,181.2798061,201.1026311,204.9829324,173.6484199,168.4235968,254.6706618,199.0412554,233.3605966,191.8853412,210.4462861,274.0488081,181.0900314,232.2139552,201.9088095,204.3941475,159.2381865,149.425085,162.24444,179.1197283,213.9375928,163.990265,159.6187687,156.1961973,170.6165335,104.1857336,91.18401602,95.76044303,41.11676841,37.25068152
Rpl39l,0.112732304,0.020402621,0.037278091,0.042146217,0.116272464,0.147443299,0.102619077,0.087994526,0.089170007,0.035143816,0,0.072791081,0.029699211,0.087365363,0.019531998,0.041763052,0.160863029,0.137761454,0.030236677,0.089487132,0.132551556,0.062248368,0.071190423,0.070028737,0,0.277238721,0.092357397,0.141842629,0.210300249,0.049640914,0,0.083078726,0.160771273,0.038777662,0.179964083,0.13051091,0.157706639,0.037812125,0.075293193,0.027894332,0.015147498,0.144449443,0.073539836,0.02690443,0,0.017713048,0.037522782,0,0,0,0,0.061782851,0.268575953,0.042052241,0.811607881,1.562129914,1.284336989,0.5169184,0.524596883,0.255723312,0.158038848,0.127150586,0.13600057,0.096762537,0,0,0.936753043,5.319661349,4.804921297,6.970639295,6.462893471,3.354031242,8.418523048,8.557983733,10.84573733,34.56009737,20.43677899,4.665844968,1.148144438,1.083200953,1.135314096,14.16820543,57.17522255,32.58633846,20.83197591,29.38095595,29.87180174,14.06614482,10.48024399,9.902051849,17.52277892,73.05088615,247.6918855,274.0078353
Rpl22l1,135.8611118,180.1841697,69.64166926,37.48077809,27.95440103,28.70440286,30.39717439,14.0395862,50.17815929,28.69262937,33.31969464,27.74628654,45.13687663,48.8255332,38.2295701,25.50915736,28.75048826,46.17077699,20.55925521,62.98556642,48.88753951,56.37183559,41.49898684,35.09752158,34.70852797,94.81301442,140.0554739,57.46048233,65.57152691,56.68931493,81.83980935,70.5045545,64.5661994,66.87327327,69.25156187,67.1807473,39.53590692,28.89899727,42.59497143,77.59103575,82.08249311,92.37117516,66.54791199,90.70226316,87.37495359,82.91809727,90.77477849,106.3366213,97.28803303,46.4824272,38.40551973,49.01194182,160.5576646,118.1117712,121.6627257,142.9856143,131.4600803,81.88332021,132.3222906,163.170125,275.8431747,105.6437375,120.327087,86.65799886,93.10738955,77.37026037,99.42906454,83.28703384,66.43524716,84.29706314,88.44297215,52.32418,81.41316393,46.95028266,96.3914583,90.54662316,48.74967298,80.46199261,69.14254871,63.27931601,76.62698313,73.80516813,110.4818217,102.2452464,68.11423035,78.47515236,106.8722015,59.76352946,96.17392,28.03051919,24.17202514,14.83067564,17.88531956,21.04542844
Rpl21,35.8108528,5.516857137,3.465543804,22.41534064,4.758299998,19.56426637,18.61427601,4.895820696,4.009043576,19.66890968,5.124802417,4.885922987,6.958498911,6.38603011,19.37453018,4.310984175,17.92197017,17.26531139,4.5829588,3.348749935,16.0617934,4.573126775,13.01503315,2.194488128,6.439993548,19.90365881,4.06943458,2.741623633,31.34838943,3.251596682,23.93283447,20.94300499,2.23640273,1.870546524,19.07655849,1.737695755,1.879881924,7.875336343,6.954444842,5.258564719,4.951026548,29.38654833,4.555187409,22.74620497,23.56191967,3.147080304,3.102756924,23.86004676,2.976370246,2.162217437,7.785781939,5.909629929,6.661306794,5.109980641,6.160030677,47.58396156,6.721270161,43.63894954,22.36709782,3.285560472,2.061944154,37.21954654,2.675124706,3.22085476,10.18999154,12.05984431,4.839577094,3.794783698,3.443027931,24.31507953,3.910654264,28.25137792,12.63849824,4.000362605,2.539348734,30.07385653,2.976992766,3.661843478,3.382091107,16.57021084,22.61596285,3.287215194,2.770369174,26.15737318,4.705697167,25.58449351,11.73427966,3.19774805,2.763718212,15.4873885,4.259596822,10.68416682,8.762986279,5.007385824
Rpl37,141.2452006,107.5310247,66.74258411,61.45553447,61.76530023,55.80526114,56.61826066,38.91628506,69.04818373,51.99399616,49.47129269,31.5667374,45.93394261,51.54047008,58.09419619,52.04821723,47.4717905,57.09458,39.97881053,59.62285664,53.03236687,60.05754223,44.14505505,36.60944523,36.25276629,145.2142917,130.4371846,78.47158447,87.58102386,93.08196374,89.03710359,91.99390201,77.94348917,73.57150924,86.11323677,75.7838468,54.0163678,49.86960296,66.34004467,103.3660399,90.859036,103.6514596,94.53806512,92.6792073,89.33185455,88.27601946,93.37520147,95.54757536,89.51016013,46.20977437,44.80890844,51.28658735,178.6946708,130.1505897,152.9555424,174.2615969,184.0651918,123.6758899,125.6815948,126.7005733,134.9469457,136.0328965,147.5721058,96.22326368,97.645405,100.6867546,127.7554365,110.8388745,106.6852241,111.4481757,126.8050912,96.99382746,105.9730274,84.57396429,116.6908858,114.7479399,75.50307671,117.538921,106.3206345,102.335048,102.0164524,108.2710644,120.4723692,119.2045623,104.4097494,89.61174737,97.19464407,81.79185556,102.4069283,59.83316577,57.86832096,39.2215456,34.40064928,29.77686669
Rpl7,261.1979977,298.7536914,169.6283251,154.4681055,136.2624015,112.5416436,123.7874132,91.36241525,111.3870327,87.22284772,84.07878838,41.02677061,43.18465841,45.89398742,122.6936897,131.7665684,94.45512033,95.50040009,82.3627613,91.32493484,84.7723824,105.2718952,56.70445398,48.4817157,51.62918516,262.571113,224.772595,189.0973418,197.4791136,148.05555,177.6959075,152.8165858,141.7503807,169.606699,138.3061963,126.7726313,106.9815136,99.96549368,102.4677844,236.4229774,230.6929272,242.0609166,196.683421,201.1658929,214.4553256,193.8868068,214.8501593,196.5422822,187.6445485,113.1157461,98.6401782,96.91657288,291.7229963,220.4202706,356.6306173,342.776473,350.7443113,263.4252705,245.9301388,215.2642803,224.1999399,210.3041552,222.7958344,155.3504309,148.3267639,162.7094894,218.3354544,187.3844652,198.267141,189.1029987,222.9701299,178.6153412,181.7788383,168.7226828,195.0838077,203.4081718,153.7506093,195.7329162,200.7743322,171.2929894,184.8910108,183.7117016,241.9673251,212.4880131,199.054067,171.6254781,187.2847709,148.4565285,170.4355196,163.0080224,138.4578357,70.43910721,44.02077695,41.76536387
Rpl18a,255.2759904,170.282377,125.2943268,148.2479002,187.818934,142.8283362,95.72509694,142.081425,91.77471957,93.62566201,83.60660337,50.76539598,48.02708747,51.71718547,117.4581723,103.1135376,114.9010232,75.59930855,122.3731484,73.00453319,87.41454703,78.84431996,47.93227475,46.60252942,49.52616035,230.9453236,169.7567221,156.9854644,196.4245482,176.773159,171.1470556,155.5324851,139.9441802,134.2091913,128.5071034,114.4393228,84.94017431,89.8813034,102.7968741,194.3279496,240.2828289,200.2353845,175.9363549,163.9884125,155.9625095,173.0557781,180.2111598,140.9172326,127.2387921,89.04023373,73.58343714,73.60360658,269.3527283,208.1819912,302.4612021,341.7424127,361.7787819,324.4797232,190.1141983,248.7494689,172.108171,238.6859242,254.8429523,161.1456589,158.074619,165.9461545,188.4945995,192.6898787,197.7786725,193.6234996,251.7859282,241.3190586,162.0955279,249.0084776,152.0726587,182.0729339,143.4569168,196.0172799,156.0589161,148.5664488,163.3963247,173.9594424,193.5836268,191.7278951,246.8309113,212.0037764,148.2640371,201.9710301,127.7478893,195.0832939,170.7657724,95.29903179,48.61046711,64.09307551
Rpl37a,252.367174,202.1832146,160.7414797,120.9771934,117.3756984,94.72013438,87.5798493,71.27323829,127.0156564,82.90280111,80.67369538,51.39190306,65.63626967,70.87176417,109.0271974,97.42635966,94.67112629,105.3153245,73.08640217,113.068999,106.3570904,96.97185774,51.15865992,54.6958545,63.38136829,238.4613328,230.4107259,162.5917148,164.7370936,178.9923864,189.2600718,171.0696292,171.7959013,172.7997208,160.6008952,140.6558062,115.9014933,109.1398258,105.0880361,220.6352877,199.6459076,210.4122384,195.5377694,196.9228152,183.1518456,207.3577665,223.6039327,201.5281517,172.363871,129.1117994,111.7051749,100.795212,304.6894115,290.3539875,260.0189215,294.7926206,297.3997942,215.1775319,237.7552653,256.1462505,275.0619826,299.4110566,303.4792826,205.3803915,152.3934071,199.5182193,276.2345667,224.1511145,206.6265949,215.8342139,223.1719981,202.2226122,181.1453139,178.6885879,237.0470254,228.4996805,149.7223566,233.2759247,175.1009246,174.124192,220.1047641,235.4308362,224.4660885,228.8769035,175.53095,174.8098798,199.0001668,154.5594909,182.8781797,120.9977789,101.4205054,75.96222033,65.90896509,64.27266466
Rpl27a,18.52636755,19.07577689,10.50848364,8.150034493,8.268913499,7.095593228,7.259609606,6.534312434,9.484206526,6.879331904,6.62434773,8.300376937,10.40117815,9.04312257,8.087039835,8.559023689,7.806948681,9.087967564,7.677537488,10.53602751,8.909202636,8.826914592,7.52228793,7.966627116,8.32159184,15.81647372,19.9445692,14.63312087,13.51759157,12.92820258,12.94083593,12.65949006,9.450375507,11.08956303,9.869978603,8.491842502,7.507754593,8.094614081,7.26809949,17.45574518,16.22705752,18.323833,16.23829463,14.44633403,14.58245664,12.59347056,13.84629689,13.68259015,11.19374073,6.729449858,8.052017292,7.412987505,18.38982891,18.09757131,21.83782765,20.95393798,22.60516956,15.61632518,14.61895135,15.18716403,16.17263114,12.11664151,14.44554773,8.782954165,11.075418,8.552377028,17.06613769,13.75198354,13.13958593,13.82904706,15.45189351,13.39450117,13.5024843,12.01942379,16.4221417,13.95681614,9.041091791,12.98468398,14.10586567,11.02963095,11.98572852,13.05125239,10.77071753,13.48484725,13.71520648,9.895676794,10.4012592,9.538967995,13.88006966,7.850134868,7.774542901,4.875126696,2.091556184,1.816696048
Rpl9,24.11087266,20.05475576,15.28509035,12.14234708,9.719538167,9.511993354,8.926165255,5.73771322,12.94803971,8.196765207,8.621495654,5.324981587,7.714011633,8.252867391,10.68775954,8.291711944,7.724791315,10.21749357,5.876013084,10.93754617,8.602318424,10.0782147,8.435827167,5.250186234,5.946860124,25.22322891,25.31235431,17.55903881,15.85928213,16.11254516,17.78076083,17.75564215,16.38345807,15.12242235,15.76476787,13.78340797,11.66432973,11.60614691,11.85126325,19.2799954,19.10118273,20.68800857,16.66680101,19.47232254,19.76262386,19.54046857,19.82636747,18.9018691,17.50526142,11.5794539,9.788111191,10.37130507,29.85084485,26.11055802,26.67113105,31.45043922,29.68825911,21.26718235,23.4618985,21.21707823,23.93636614,20.63095099,19.55740248,13.51543389,12.06630518,11.74125384,25.36443652,20.10005559,18.62721321,19.66137657,19.81343191,14.62573579,16.79724004,12.31267623,22.21544224,17.2841179,13.94972808,19.41405758,17.87353193,16.51092103,21.81363218,20.5353111,19.76085463,19.88150081,14.00337283,13.59277334,15.21398184,12.59745794,18.4390867,9.971384803,8.869157583,6.551053126,3.709269487,2.75404958
Rps8,131.1310525,158.5156229,79.43408383,75.56447398,81.38488669,59.69356072,51.33948322,46.70207752,65.14788797,42.97134562,40.66430875,20.88976421,22.49490481,22.99438385,65.52230596,50.2208667,57.14727759,55.12899634,52.47875461,58.06893584,47.78332325,54.39974606,22.03293062,26.05231141,25.63428653,171.2351261,146.6171718,112.6285414,123.3138477,113.8456279,126.0277442,105.6913498,102.5353114,103.7304143,102.7868386,90.87159736,59.38695987,57.03054766,60.26386403,142.3750497,144.8534496,133.3934784,121.9272598,121.9171853,126.0581582,122.4964087,129.5733787,128.3030387,111.084654,62.19229827,54.91746068,41.52755409,165.6578765,162.6487316,195.7416376,211.7818605,172.2271338,172.0905781,158.2704826,182.2875127,176.8185332,152.6993377,163.4711277,76.73656547,75.95989711,73.19587054,128.716001,134.5898505,114.0683798,123.9774488,106.6277899,120.0852304,74.14744071,121.6899155,134.4154892,112.316315,90.13663529,125.8077108,114.4838979,84.41769029,102.4713371,121.2182581,113.129132,128.8896792,130.2240154,106.8495101,103.7711743,102.038224,115.7616995,93.46372457,89.48645541,43.73391859,19.31255511,15.83127859
Rpl29,2.688452846,2.618979473,1.624919081,2.171216116,2.097456235,2.121428284,1.829496004,2.030791258,1.154889742,2.073355593,2.056165079,1.973595643,1.487213209,1.330562839,2.012667573,1.96983824,1.896728615,1.95776541,1.678697123,1.382296281,1.943496345,1.878569324,1.505799847,1.239173634,1.023792957,2.427002556,2.291845479,1.778972854,2.093286877,1.828360881,1.911002559,1.548674374,1.529224244,0.654386569,1.335844901,1.087126734,0.7633643,0.459877233,0.901172879,3.458473553,3.007906576,3.467307047,2.840614744,1.918100792,2.389367272,2.328518543,2.146547402,1.927914219,1.761742473,1.058608162,0.837637826,1.101006196,3.334237957,3.399193536,5.169553016,3.891403334,5.027531128,3.939557216,2.414573956,2.298501827,1.589578402,2.339920915,2.140129682,1.86020178,1.765103838,1.468424857,2.603816175,2.15234325,2.174655818,1.818603895,2.133844791,2.134525191,1.903209437,2.03542196,1.573728341,2.054928726,1.832584876,2.982293697,2.297602306,2.656689205,2.155286185,1.886015909,2.09670873,2.19178245,2.926618862,2.107077196,1.285979271,2.304667988,1.78512011,2.093465256,2.104768119,1.709922704,0.931211789,1.066741877
Rps23,9.378196817,12.17151656,4.804743466,4.861710069,6.145176576,6.662614608,6.598235353,5.468608495,3.722646448,3.870210076,4.281137766,3.224236518,2.466571979,2.796205729,4.316211434,4.704468395,5.347289245,3.731896178,4.436055768,3.05932889,3.958118016,4.291335719,2.269335987,2.268965502,2.092311654,8.989017714,11.15177069,5.871114987,6.341438795,8.537639174,8.582923715,7.6962083,6.717220603,4.690561849,4.536097041,4.038164453,4.214483873,3.106371651,3.433196208,9.743218293,9.015625087,10.40538226,14.75152055,8.99347806,7.239030396,8.972381088,7.020395434,7.238797655,6.226730195,3.949054872,2.297950576,3.128809052,11.90151656,10.84597839,10.49212212,13.4407727,15.7459392,17.01871378,14.58171188,12.99211507,9.047148218,10.22754009,10.49732456,6.497182277,5.270204648,5.185129032,8.68607226,13.01753414,7.864091317,10.09713796,13.12326082,12.3752304,13.25637558,10.8814988,10.20408891,13.2119395,9.014235868,10.61832207,8.125712215,6.648786426,6.429274156,8.756623234,7.952529572,11.31467786,11.99104993,8.337271943,6.887782487,7.724975262,7.760808916,5.934582535,8.762987081,4.067565313,3.613349054,4.019430675
Rpl36al,30.62934575,30.61200817,15.43514504,14.00733514,13.91170275,12.2770398,11.81536269,11.06699199,11.01807204,11.77055973,12.7405428,11.25998932,9.836689136,10.52695339,11.65750662,12.87560885,11.09895595,10.96260441,11.72290604,10.87384449,12.37072217,13.80212494,11.96284167,9.575066399,11.44770014,39.55800596,34.58476265,23.09565633,21.83928949,21.89109282,20.37871747,22.0334781,21.6509782,21.17826159,23.06212615,20.97356935,21.16542551,18.68829682,20.02516659,25.18049144,21.6444503,24.98579185,23.05499639,20.00898937,19.10550989,18.84699303,17.62473856,19.28711797,17.04396139,16.71573109,24.01825198,22.47919419,43.72527038,28.59213832,57.91775146,55.6628648,65.77608845,50.69824166,49.73171517,52.13840141,43.26652347,43.55803127,46.98259454,57.59236186,82.51898547,69.95142996,23.02675143,16.47763508,14.47459261,17.6149819,19.27147387,15.06167164,17.14429683,14.51750232,12.77439189,24.67066857,15.9798188,21.95361394,28.19107435,26.59026084,17.9427438,14.63602129,18.90770537,18.16919948,18.70738783,15.08714308,15.704049,15.5474668,13.75457112,15.3631736,15.07110515,13.71419405,16.92634408,18.76020074
Rps10,82.38222125,36.76345096,27.37128958,19.41206319,17.35839204,14.05960077,12.04971079,8.385352873,26.25201412,11.92042534,12.35619163,6.137946906,9.442627026,9.907339245,17.74722897,13.87355001,14.14158772,17.19111564,9.933859499,21.97071256,12.6534759,17.05714904,8.010526741,8.301077252,9.935877594,43.51822964,41.10969245,25.12702977,27.57840682,27.49609794,28.02896421,21.83406906,28.32597833,23.36426241,32.85142264,29.32519888,13.18527807,14.29810413,23.94386591,35.52570391,30.71487268,35.48352471,28.88367227,28.67965826,31.90585571,29.14311657,27.34535854,42.89552381,35.72102818,14.63773807,16.9478872,20.77701336,84.87187917,60.39730389,43.17640064,50.5404771,44.26808082,35.74784743,38.51265728,41.36894912,49.34513157,44.74098279,51.72276822,25.1744804,19.66378165,25.24867359,57.47804627,49.42609844,40.93456089,48.36454986,36.58679499,28.4948579,28.85308922,23.21998234,53.94346437,34.17387478,23.26207414,33.0081362,25.21076806,30.92098083,44.73380797,49.01886817,39.70925423,45.08068436,29.68720621,26.66839745,24.26921207,23.03941461,40.77316955,11.67641288,11.41291614,10.30873694,4.00361387,3.280338551
Rpl38,9.782491744,8.793754213,4.295287586,4.697532767,7.366593322,8.369194963,8.885572779,6.067913959,5.125316476,6.686798839,7.064178035,5.122622277,3.974956958,5.003269874,4.663935561,5.06676903,6.969129351,4.560185066,6.541281747,4.103885426,5.141933734,6.083055526,4.221897055,3.395845125,4.557293571,8.241619234,7.789511326,4.38358942,5.41221823,6.190864425,6.918454536,8.039229968,6.206569418,5.051316904,6.211764293,5.587883738,4.100211074,3.680106912,5.478786954,7.477254193,7.570727668,8.793780412,9.451141048,5.646682357,5.506144997,5.467955538,5.372573502,6.79449982,6.443396676,4.325886241,2.708975791,3.416907624,8.676671987,6.427044443,11.01499625,11.62544639,14.78669463,15.13232725,13.4392907,11.98229334,11.63806156,14.85733211,8.638176148,9.140635871,6.88857515,7.88720437,4.943295733,8.02128089,4.425667341,5.182990299,8.534784911,7.279477777,7.519664246,8.688474133,5.560740664,12.91458615,7.430884032,11.17829925,8.308550562,8.571320038,4.05169557,4.910188224,5.535936698,7.620230485,10.31003598,9.536691892,4.859159027,9.507294311,6.089084855,4.292519413,4.8146801,4.619700869,3.645069907,2.660761294
Rpl32,1271.903476,1343.439635,663.2103647,663.8610511,687.6824921,582.3571845,542.9901352,517.7308875,440.5536243,460.0137587,454.9830125,234.2797973,204.9567353,215.9940427,531.5865191,574.5003056,490.9349053,402.2956888,504.2200552,393.1372738,430.7178947,515.2144679,255.551736,198.9439989,227.5425523,1277.194649,1020.124552,807.3279381,978.4668674,732.4480094,800.164464,738.0357444,677.7658642,745.1504348,632.7112514,561.727312,443.1237045,412.1204588,427.9653618,1013.19219,1083.889734,1042.855553,819.214641,794.876361,861.9100344,842.3533031,916.8236293,853.4539031,798.5236636,489.7878357,438.4762249,380.0800764,1422.874007,1094.399762,1583.162116,1544.691918,1751.851164,1496.627549,1145.463268,1249.681062,1247.183273,1203.609568,1319.268544,725.7088311,687.0927001,697.6620805,901.416879,937.8245093,931.4306596,890.8853935,1174.41381,1039.54795,852.3278701,914.0919205,771.6290066,1012.904837,780.9512417,964.1222056,874.4418352,759.3156172,770.799204,762.1188185,970.7799611,941.2299515,1057.464695,911.4631732,763.304261,810.090674,694.8292941,758.3185087,750.2467019,517.1097244,415.2072549,428.3101696
